54320	boring , uninspiring , uptight and snappy 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 
6332	Her tests are impossible . The class work and homework comes off as easy but the test are on a whole new level . 	Her\O tests\O are\O impossible\O .\O The\O class\O work\O and\O homework\B comes\O off\O as\O easy\O but\O the\O test\O are\O on\O a\O whole\O new\O level\O .\O 	Her\O tests\O are\O impossible\O .\O The\O class\O work\O and\O homework\O comes\O off\O as\O easy\B but\O the\O test\O are\O on\O a\O whole\O new\O level\O .\O 
4270	It would be nice sir if you increase the working examples . Overall thanks a lot sir . 	It\O would\O be\O nice\O sir\O if\O you\O increase\O the\O working\B examples\I .\O Overall\O thanks\O a\O lot\O sir\O .\O 	It\O would\O be\O nice\O sir\O if\O you\O increase\B the\O working\O examples\O .\O Overall\O thanks\O a\O lot\O sir\O .\O 
41601	So great . Nice , helpful , interesting ... need more like him 	So\O great\O .\O Nice\B ,\O helpful\O ,\O interesting\O ...\O need\O more\O like\O him\O 	So\O great\O .\O Nice\B ,\O helpful\O ,\O interesting\O ...\O need\O more\O like\O him\O 
13881	Too smart to teach A+P altough he is a very nice guy . 	Too\O smart\O to\O teach\O A+P\O altough\O he\O is\O a\O very\O nice\B guy\I .\O 	Too\O smart\O to\O teach\O A+P\O altough\O he\O is\O a\O very\B nice\I guy\I .\O 
26050	Teaches with good examples and easy to understand . Thank you ! 	Teaches\O with\O good\O examples\B and\O easy\O to\O understand\O .\O Thank\O you\O !\O 	Teaches\O with\O good\B examples\O and\O easy\O to\O understand\O .\O Thank\O you\O !\O 
46335	Horrible teacher . He was confusing and boring . He graded weird . Really was not considerate if you did not understand . DONT TAKE HIM ! ! ! 	Horrible\O teacher\O .\O He\O was\O confusing\O and\O boring\O .\O He\O graded\O weird\O .\O Really\O was\O not\O considerate\O if\O you\O did\O not\O understand\O .\O DONT\O TAKE\O HIM\B !\O !\O !\O 	Horrible\O teacher\O .\O He\O was\O confusing\O and\O boring\O .\O He\O graded\O weird\O .\O Really\O was\O not\O considerate\O if\O you\O did\O not\O understand\O .\O DONT\B TAKE\I HIM\O !\O !\O !\O 
17571	She is a good teacher but gets a little crazy and can be confusing at times . Is much harder than the profs my friends have had in ENG 106 . 	She\O is\O a\O good\O teacher\O but\O gets\O a\O little\O crazy\B and\O can\O be\O confusing\O at\O times\O .\O Is\O much\O harder\O than\O the\O profs\O my\O friends\O have\O had\O in\O ENG\O 106\O .\O 	She\O is\O a\O good\O teacher\O but\O gets\O a\O little\B crazy\I and\O can\O be\O confusing\O at\O times\O .\O Is\O much\O harder\O than\O the\O profs\O my\O friends\O have\O had\O in\O ENG\O 106\O .\O 
33300	Face a lot of difficulty during lab sessions . Need more help during labs . 	Face\O a\O lot\O of\O difficulty\O during\O lab\B sessions\I .\O Need\O more\O help\O during\O labs\O .\O 	Face\B a\I lot\I of\I difficulty\I during\O lab\O sessions\O .\O Need\O more\O help\O during\O labs\O .\O 
2820	Sir , if you could deliver the PowerPoint presentation of the video lessons that would be really appreciated . 	Sir\O ,\O if\O you\O could\O deliver\O the\O PowerPoint\B presentation\I of\O the\O video\O lessons\O that\O would\O be\O really\O appreciated\O .\O 	Sir\O ,\O if\O you\O could\O deliver\B the\O PowerPoint\O presentation\O of\O the\O video\O lessons\O that\O would\O be\O really\O appreciated\O .\O 
3790	All the content is explained very well with good examples . Students should be encouraged to use the latest versions of software packages ( eg Visual Studio ) which are already provided by the university for free for all the students . If an online weekly or monthly quiz is provided through moodle , it would be very helpful for the students who are extremely willing to learn the module ( like me 😁 ) . 	All\O the\O content\O is\O explained\B very\O well\O with\O good\O examples\O .\O Students\O should\O be\O encouraged\O to\O use\O the\O latest\O versions\O of\O software\O packages\O (\O eg\O Visual\O Studio\O )\O which\O are\O already\O provided\O by\O the\O university\O for\O free\O for\O all\O the\O students\O .\O If\O an\O online\O weekly\O or\O monthly\O quiz\O is\O provided\O through\O moodle\O ,\O it\O would\O be\O very\O helpful\O for\O the\O students\O who\O are\O extremely\O willing\O to\O learn\O the\O module\O (\O like\O me\O 😁\O )\O .\O 	All\O the\O content\O is\O explained\O very\B well\I with\O good\O examples\O .\O Students\O should\O be\O encouraged\O to\O use\O the\O latest\O versions\O of\O software\O packages\O (\O eg\O Visual\O Studio\O )\O which\O are\O already\O provided\O by\O the\O university\O for\O free\O for\O all\O the\O students\O .\O If\O an\O online\O weekly\O or\O monthly\O quiz\O is\O provided\O through\O moodle\O ,\O it\O would\O be\O very\O helpful\O for\O the\O students\O who\O are\O extremely\O willing\O to\O learn\O the\O module\O (\O like\O me\O 😁\O )\O .\O 
52812	unclear , very boring , useless class 	unclear\O ,\O very\O boring\O ,\O useless\O class\B 	unclear\O ,\O very\O boring\O ,\O useless\B class\O 
24930	I like your teaching style.That is really helps us to understand the basic principles . 	I\O like\O your\O teaching\B style\I .That\O is\O really\O helps\O us\O to\O understand\O the\O basic\O principles\O .\O 	I\O like\B your\O teaching\O style.That\O is\O really\O helps\O us\O to\O understand\O the\O basic\O principles\O .\O 
15740	its like he doesnt want to teach . he only comes to class cuz he has to , its his job , he needs to pay the bills . i dont recommend him a bit . 	its\O like\O he\O doesnt\O want\O to\O teach\B .\O he\O only\O comes\O to\O class\O cuz\O he\O has\O to\O ,\O its\O his\O job\O ,\O he\O needs\O to\O pay\O the\O bills\O .\O i\O dont\O recommend\O him\O a\O bit\O .\O 	its\O like\O he\O doesnt\B want\I to\O teach\O .\O he\O only\O comes\O to\O class\O cuz\O he\O has\O to\O ,\O its\O his\O job\O ,\O he\O needs\O to\O pay\O the\O bills\O .\O i\O dont\O recommend\O him\O a\O bit\O .\O 
44811	Really enjoyed her online class . You know what is expected of you each week and you have opportunities to work ahead . The course material was very interesting and overall I am glad I got her as a professor . 	Really\O enjoyed\O her\O online\O class\O .\O You\O know\O what\O is\O expected\O of\O you\O each\O week\O and\O you\O have\O opportunities\O to\O work\O ahead\O .\O The\O course\B material\I was\O very\O interesting\O and\O overall\O I\O am\O glad\O I\O got\O her\O as\O a\O professor\O .\O 	Really\O enjoyed\O her\O online\O class\O .\O You\O know\O what\O is\O expected\O of\O you\O each\O week\O and\O you\O have\O opportunities\O to\O work\O ahead\O .\O The\O course\O material\O was\O very\B interesting\I and\O overall\O I\O am\O glad\O I\O got\O her\O as\O a\O professor\O .\O 
30710	No negative aspects 	No\O negative\B aspects\I 	No\B negative\O aspects\O 
3113	The video lessons and formative assignments were very helpful and on point so , it was easier to study . 	The\O video\O lessons\O and\O formative\O assignments\O were\O very\O helpful\O and\O on\O point\O so\O ,\O it\B was\O easier\O to\O study\O .\O 	The\O video\O lessons\O and\O formative\O assignments\O were\O very\O helpful\O and\O on\O point\O so\O ,\O it\O was\O easier\B to\O study\O .\O 
3182	Uploading the lecture earlier to go through , is very helpful . Thank you so much for the time and effort put into that . Your constant encouragement to ask questions also helps a lot . Uploading tutorials with answers ( only the last solution ) would be better . 	Uploading\O the\O lecture\O earlier\O to\O go\O through\O ,\O is\O very\O helpful\O .\O Thank\O you\O so\O much\O for\O the\O time\O and\O effort\B put\I into\O that\O .\O Your\O constant\O encouragement\O to\O ask\O questions\O also\O helps\O a\O lot\O .\O Uploading\O tutorials\O with\O answers\O (\O only\O the\O last\O solution\O )\O would\O be\O better\O .\O 	Uploading\O the\O lecture\O earlier\O to\O go\O through\O ,\O is\O very\O helpful\O .\O Thank\B you\I so\I much\I for\O the\O time\O and\O effort\O put\O into\O that\O .\O Your\O constant\O encouragement\O to\O ask\O questions\O also\O helps\O a\O lot\O .\O Uploading\O tutorials\O with\O answers\O (\O only\O the\O last\O solution\O )\O would\O be\O better\O .\O 
25271	Surprisingly , the lectures were so friendly and the best thing is giving time to think for an answer in the lecture . it helps us to understand course materials during the lecture . : - ) 	Surprisingly\O ,\O the\O lectures\O were\O so\O friendly\O and\O the\O best\O thing\O is\O giving\B time\I to\I think\I for\O an\O answer\O in\O the\O lecture\O .\O it\O helps\O us\O to\O understand\O course\O materials\O during\O the\O lecture\O .\O :\O -\O )\O 	Surprisingly\O ,\O the\O lectures\O were\O so\O friendly\O and\O the\O best\B thing\I is\O giving\O time\O to\O think\O for\O an\O answer\O in\O the\O lecture\O .\O it\O helps\O us\O to\O understand\O course\O materials\O during\O the\O lecture\O .\O :\O -\O )\O 
18941	Brilliant lectures . Goes fast but keeps it interesting 	Brilliant\O lectures\O .\O Goes\B fast\I but\O keeps\O it\O interesting\O 	Brilliant\O lectures\O .\O Goes\O fast\B but\O keeps\O it\O interesting\O 
35120	It will be more helpful if more questions regarding the design patterns are discussed in practical hours . 	It\O will\O be\O more\O helpful\O if\O more\O questions\B regarding\O the\O design\O patterns\O are\O discussed\O in\O practical\O hours\O .\O 	It\O will\O be\O more\O helpful\O if\O more\B questions\O regarding\O the\O design\O patterns\O are\O discussed\O in\O practical\O hours\O .\O 
36670	Lectures were really good . 	Lectures\B were\O really\O good\O .\O 	Lectures\O were\O really\B good\I .\O 
23452	All lectures are very difficulty to understand . But in practical time we can understand its . In class activities are very helpful . 	All\O lectures\O are\O very\O difficulty\O to\O understand\O .\O But\O in\O practical\O time\O we\O can\O understand\O its\O .\O In\B class\I activities\I are\O very\O helpful\O .\O 	All\O lectures\O are\O very\O difficulty\O to\O understand\O .\O But\O in\O practical\O time\O we\O can\O understand\O its\O .\O In\O class\O activities\O are\O very\B helpful\I .\O 
4220	Lecturer explainde subject matter very well . 	Lecturer\B explainde\I subject\O matter\O very\O well\O .\O 	Lecturer\O explainde\O subject\O matter\O very\B well\I .\O 
45194	FINA 405 with him is considered a CAPSTONE FINA course . You\ 'll be solving cases and presenting throughout the semester . It\ 's extremely useful for finance students looking to apply what they have learned . It\ 's a very demanding course but you\ 'll be ready for the workforce thereafter . He used to manage a multi billion hedge fund . The best prof w/ expe 	FINA\O 405\O with\O him\O is\O considered\O a\O CAPSTONE\O FINA\O course\O .\O You\\O 'll\O be\O solving\O cases\O and\O presenting\O throughout\O the\O semester\O .\O It\\O 's\O extremely\O useful\O for\O finance\O students\O looking\O to\O apply\O what\O they\O have\O learned\O .\O It\\O 's\O a\O very\O demanding\O course\B but\O you\\O 'll\O be\O ready\O for\O the\O workforce\O thereafter\O .\O He\O used\O to\O manage\O a\O multi\O billion\O hedge\O fund\O .\O The\O best\O prof\O w/\O expe\O 	FINA\O 405\O with\O him\O is\O considered\O a\O CAPSTONE\O FINA\O course\O .\O You\\O 'll\O be\O solving\O cases\O and\O presenting\O throughout\O the\O semester\O .\O It\\O 's\O extremely\O useful\O for\O finance\O students\O looking\O to\O apply\O what\O they\O have\O learned\O .\O It\\O 's\O a\O very\B demanding\I course\O but\O you\\O 'll\O be\O ready\O for\O the\O workforce\O thereafter\O .\O He\O used\O to\O manage\O a\O multi\O billion\O hedge\O fund\O .\O The\O best\O prof\O w/\O expe\O 
10572	Ms. Nelson is an excellent teacher . I am taking her for an online and her teaching and instructions are very comprehensive . I would have her as a math teacher over anyone else . She has great character and that says alot about a person . 	Ms.\O Nelson\O is\O an\O excellent\O teacher\O .\O I\O am\O taking\O her\O for\O an\O online\O and\O her\O teaching\O and\O instructions\B are\O very\O comprehensive\O .\O I\O would\O have\O her\O as\O a\O math\O teacher\O over\O anyone\O else\O .\O She\O has\O great\O character\O and\O that\O says\O alot\O about\O a\O person\O .\O 	Ms.\O Nelson\O is\O an\O excellent\O teacher\O .\O I\O am\O taking\O her\O for\O an\O online\O and\O her\O teaching\O and\O instructions\O are\O very\B comprehensive\I .\O I\O would\O have\O her\O as\O a\O math\O teacher\O over\O anyone\O else\O .\O She\O has\O great\O character\O and\O that\O says\O alot\O about\O a\O person\O .\O 
49060	Great person 	Great\O person\B 	Great\B person\O 
20741	Providing better understanding of objected oriented programming . Able to make better structured programs . Helps to improve coding quality . 	Providing\O better\O understanding\O of\O objected\O oriented\O programming\O .\O Able\O to\O make\O better\O structured\B programs\I .\O Helps\O to\O improve\O coding\O quality\O .\O 	Providing\O better\O understanding\O of\O objected\O oriented\O programming\O .\O Able\O to\O make\O better\B structured\O programs\O .\O Helps\O to\O improve\O coding\O quality\O .\O 
50002	Really knowledgeable , helpful , and approachable , but if you\ 're the type who isn\'t a fan of tests and exams , you will have a hard time . 	Really\O knowledgeable\O ,\O helpful\O ,\O and\O approachable\B ,\O but\O if\O you\\O 're\O the\O type\O who\O isn\'t\O a\O fan\O of\O tests\O and\O exams\O ,\O you\O will\O have\O a\O hard\O time\O .\O 	Really\O knowledgeable\O ,\O helpful\O ,\O and\O approachable\B ,\O but\O if\O you\\O 're\O the\O type\O who\O isn\'t\O a\O fan\O of\O tests\O and\O exams\O ,\O you\O will\O have\O a\O hard\O time\O .\O 
57621	Dr. Newhart is kind of spacey , but she is a very helpful professor . This class requires a lot of work , but she is nice and very friendly . 	Dr.\O Newhart\O is\O kind\O of\O spacey\O ,\O but\O she\O is\O a\O very\O helpful\B professor\O .\O This\O class\O requires\O a\O lot\O of\O work\O ,\O but\O she\O is\O nice\O and\O very\O friendly\O .\O 	Dr.\O Newhart\O is\O kind\O of\O spacey\O ,\O but\O she\O is\O a\O very\B helpful\I professor\O .\O This\O class\O requires\O a\O lot\O of\O work\O ,\O but\O she\O is\O nice\O and\O very\O friendly\O .\O 
49980	Really knowledgeable , helpful , and approachable , but if you\ 're the type who isn\'t a fan of tests and exams , you will have a hard time . 	Really\O knowledgeable\B ,\O helpful\O ,\O and\O approachable\O ,\O but\O if\O you\\O 're\O the\O type\O who\O isn\'t\O a\O fan\O of\O tests\O and\O exams\O ,\O you\O will\O have\O a\O hard\O time\O .\O 	R\O eally\B knowl\I edgeable\O ,\O helpful\O ,\O and\O approachable\O ,\O but\O if\O you\\O 're\O the\O type\O who\O isn\'t\O a\O fan\O of\O tests\O and\O exams\O ,\O you\O will\O have\O a\O hard\O time\O .\O 
51891	She\ 's very intimidating ... but still a great teacher . She makes the subject interesting ... I didn\'t fall asleep in her class once : -P 	She\\O 's\O very\O intimidating\O ...\O but\O still\O a\O great\O teacher\B .\O She\O makes\O the\O subject\O interesting\O ...\O I\O didn\'t\O fall\O asleep\O in\O her\O class\O once\O :\O -P\O 	She\\O 's\O very\O intimidating\O ...\O but\O still\O a\O great\B teacher\O .\O She\O makes\O the\O subject\O interesting\O ...\O I\O didn\'t\O fall\O asleep\O in\O her\O class\O once\O :\O -P\O 
37230	GREAT professor ! Loves to teach . Classes are a lot of fun . His spring flora class was one of the most memorable classes I ever took , even though it was pretty hard ( But what else do you expect from an upper level course ) . I would definitely recommend him ! 	GREAT\O professor\B !\O Loves\O to\O teach\O .\O Classes\O are\O a\O lot\O of\O fun\O .\O His\O spring\O flora\O class\O was\O one\O of\O the\O most\O memorable\O classes\O I\O ever\O took\O ,\O even\O though\O it\O was\O pretty\O hard\O (\O But\O what\O else\O do\O you\O expect\O from\O an\O upper\O level\O course\O )\O .\O I\O would\O definitely\O recommend\O him\O !\O 	GREAT\B professor\O !\O Loves\O to\O teach\O .\O Classes\O are\O a\O lot\O of\O fun\O .\O His\O spring\O flora\O class\O was\O one\O of\O the\O most\O memorable\O classes\O I\O ever\O took\O ,\O even\O though\O it\O was\O pretty\O hard\O (\O But\O what\O else\O do\O you\O expect\O from\O an\O upper\O level\O course\O )\O .\O I\O would\O definitely\O recommend\O him\O !\O 
6020	Absolutely love her . She is so down to earth and will tell you like it is , which some people like/ need . Gives a few simple assignments and is there whenever you need her . Had her for this class and orientation to edu and I will take her any chance I get ! 	Absolutely\O love\O her\B .\O She\O is\O so\O down\O to\O earth\O and\O will\O tell\O you\O like\O it\O is\O ,\O which\O some\O people\O like/\O need\O .\O Gives\O a\O few\O simple\O assignments\O and\O is\O there\O whenever\O you\O need\O her\O .\O Had\O her\O for\O this\O class\O and\O orientation\O to\O edu\O and\O I\O will\O take\O her\O any\O chance\O I\O get\O !\O 	Absolutely\B love\I her\O .\O She\O is\O so\O down\O to\O earth\O and\O will\O tell\O you\O like\O it\O is\O ,\O which\O some\O people\O like/\O need\O .\O Gives\O a\O few\O simple\O assignments\O and\O is\O there\O whenever\O you\O need\O her\O .\O Had\O her\O for\O this\O class\O and\O orientation\O to\O edu\O and\O I\O will\O take\O her\O any\O chance\O I\O get\O !\O 
19210	He is hilarious , but a tough grader . if you go to office hours he would be gladly to help . Overall just a great person to talk to . 	He\O is\O hilarious\B ,\O but\O a\O tough\O grader\O .\O if\O you\O go\O to\O office\O hours\O he\O would\O be\O gladly\O to\O help\O .\O Overall\O just\O a\O great\O person\O to\O talk\O to\O .\O 	He\O is\O hilarious\B ,\O but\O a\O tough\O grader\O .\O if\O you\O go\O to\O office\O hours\O he\O would\O be\O gladly\O to\O help\O .\O Overall\O just\O a\O great\O person\O to\O talk\O to\O .\O 
1151	Thank you so much madam.you did everything well 	Thank\O you\O so\O much\O madam\O .\O you\B did\O everything\O well\O 	Thank\O you\O so\O much\O madam.you\O did\O everything\O w\O el\B l\O 
42321	Dr. Harding was always willing to help me and pushed me to do my best . I appreciate him so much . He was nothing but kind and generous with his time . I loved the novels we read too . 	Dr.\O Harding\O was\O always\O willing\O to\O help\O me\O and\O pushed\B me\I to\I do\I my\I best\I .\O I\O appreciate\O him\O so\O much\O .\O He\O was\O nothing\O but\O kind\O and\O generous\O with\O his\O time\O .\O I\O loved\O the\O novels\O we\O read\O too\O .\O 	Dr.\O Harding\O was\O always\O willing\O to\O help\O me\O and\O pushed\B me\I to\I do\I my\I best\I .\O I\O appreciate\O him\O so\O much\O .\O He\O was\O nothing\O but\O kind\O and\O generous\O with\O his\O time\O .\O I\O loved\O the\O novels\O we\O read\O too\O .\O 
35970	trying out more examples within the class would be more helpful 	trying\O out\O more\O examples\B within\O the\O class\O would\O be\O more\O helpful\O 	trying\B out\I more\I examples\O within\O the\O class\O would\O be\O more\O helpful\O 
62103	EASY SHE IS VERY HELPFUL AND YOU CAN LEARN A LOT FROM HER I RECOMMEND YOU TAKE HER ! ! ! ! ! 	EASY\O SHE\O IS\O VERY\O HELPFUL\O AND\O YOU\O CAN\O LEARN\O A\O LOT\O FROM\O HER\O I\O RECOMMEND\O YOU\O TAKE\O HER\B !\O !\O !\O !\O !\O 	EASY\O SHE\O IS\O VERY\O HELPFUL\O AND\O YOU\O CAN\O LEARN\O A\O LOT\O FROM\O HER\O I\O RECOMMEND\B YOU\O TAKE\O HER\O !\O !\O !\O !\O !\O 
11560	Incredibly caring , knowledgable , fair . Unfairly labelled by students who don\'t listen . His lectures are fascinating . 	Incredibly\O caring\B ,\O knowledgable\O ,\O fair\O .\O Unfairly\O labelled\O by\O students\O who\O don\'t\O listen\O .\O His\O lectures\O are\O fascinating\O .\O 	Incredibly\B caring\O ,\O knowledgable\O ,\O fair\O .\O Unfairly\O labelled\O by\O students\O who\O don\'t\O listen\O .\O His\O lectures\O are\O fascinating\O .\O 
6350	He\ 's not that bad . He just goes a but fast . I have to agree when he says `` Any questions ? '' its kinda pointless top say that cause I\ 'm totally not following whats going on . Nevertheless he\ 's not too bad . He could be worse . 	He\\B 's\I not\O that\O bad\O .\O He\O just\O goes\O a\O but\O fast\O .\O I\O have\O to\O agree\O when\O he\O says\O ``\O Any\O questions\O ?\O ''\O its\O kinda\O pointless\O top\O say\O that\O cause\O I\\O 'm\O totally\O not\O following\O whats\O going\O on\O .\O Nevertheless\O he\\O 's\O not\O too\O bad\O .\O He\O could\O be\O worse\O .\O 	He\\O 's\O not\B that\I bad\I .\O He\O just\O goes\O a\O but\O fast\O .\O I\O have\O to\O agree\O when\O he\O says\O ``\O Any\O questions\O ?\O ''\O its\O kinda\O pointless\O top\O say\O that\O cause\O I\\O 'm\O totally\O not\O following\O whats\O going\O on\O .\O Nevertheless\O he\\O 's\O not\O too\O bad\O .\O He\O could\O be\O worse\O .\O 
27373	Having him explain the core concepts of OOP was extremely useful , as we have zero to nil knowledge on the subject and he is quite good at explaining them . I believe he should be given more time to continue his lecture so that we can finish his lesson . All in all , it was great to have a lecture from him . 	Having\O him\O explain\O the\O core\O concepts\O of\O OOP\O was\O extremely\O useful\O ,\O as\O we\O have\O zero\O to\O nil\O knowledge\O on\O the\O subject\O and\O he\O is\O quite\O good\O at\O explaining\O them\O .\O I\O believe\O he\O should\O be\O given\O more\O time\O to\O continue\O his\O lecture\O so\O that\O we\O can\O finish\O his\O lesson\O .\O All\O in\O all\O ,\O it\O was\O great\O to\O have\O a\O lecture\B from\O him\O .\O 	Having\O him\O explain\O the\O core\O concepts\O of\O OOP\O was\O extremely\O useful\O ,\O as\O we\O have\O zero\O to\O nil\O knowledge\O on\O the\O subject\O and\O he\O is\O quite\O good\O at\O explaining\O them\O .\O I\O believe\O he\O should\O be\O given\O more\O time\O to\O continue\O his\O lecture\O so\O that\O we\O can\O finish\O his\O lesson\O .\O All\O in\O all\O ,\O it\O was\O great\B to\O have\O a\O lecture\O from\O him\O .\O 
12137	Attendance is mandatory , there is a sign in sheet at the beginning of class so don\'t be too late . Kinda boring , alot of pp slides . Quizzes are not bad , just study all the slides bc you don\'t know what she\ 's gon na ask . Papers weren\'t too bad , follow rubric and you will do well ! Movies are interesting at the end of the semester . Read great books too ! 	Attendance\O is\O mandatory\O ,\O there\O is\O a\O sign\O in\O sheet\O at\O the\O beginning\O of\O class\O so\O don\'t\O be\O too\O late\O .\O Kinda\O boring\O ,\O alot\O of\O pp\O slides\O .\O Quizzes\O are\O not\O bad\O ,\O just\O study\O all\O the\O slides\O bc\O you\O don\'t\O know\O what\O she\\O 's\O gon\O na\O ask\O .\O Papers\O weren\'t\O too\O bad\O ,\O follow\O rubric\O and\O you\O will\O do\O well\O !\O Movies\O are\O interesting\O at\O the\O end\O of\O the\O semester\O .\O Read\O great\O books\B too\O !\O 	Attendance\O is\O mandatory\O ,\O there\O is\O a\O sign\O in\O sheet\O at\O the\O beginning\O of\O class\O so\O don\'t\O be\O too\O late\O .\O Kinda\O boring\O ,\O alot\O of\O pp\O slides\O .\O Quizzes\O are\O not\O bad\O ,\O just\O study\O all\O the\O slides\O bc\O you\O don\'t\O know\O what\O she\\O 's\O gon\O na\O ask\O .\O Papers\O weren\'t\O too\O bad\O ,\O follow\O rubric\O and\O you\O will\O do\O well\O !\O Movies\O are\O interesting\O at\O the\O end\O of\O the\O semester\O .\O Read\O great\B books\O too\O !\O 
55322	He is really nice prof . He is really helpful all the time . He is cool ! 	He\O is\O really\O nice\O prof\O .\O He\O is\O really\O helpful\O all\O the\O time\O .\O He\O is\O cool\B !\O 	He\O is\O really\O nice\O prof\O .\O He\O is\O really\O helpful\O all\O the\O time\O .\O He\O is\O cool\B !\O 
7670	Mr. McGee is so straightforward . He gives you all the notes beforehand . You barely have to write anything down . I never went , but studied for every test and I got an A in the class . The book project is kind of tedious , but not bad once you consider . A great professor , but whatever you do don\'t take this class at 8 a.m. -- you will fall asleep/not go . 	Mr.\B McGee\I is\O so\O straightforward\O .\O He\O gives\O you\O all\O the\O notes\O beforehand\O .\O You\O barely\O have\O to\O write\O anything\O down\O .\O I\O never\O went\O ,\O but\O studied\O for\O every\O test\O and\O I\O got\O an\O A\O in\O the\O class\O .\O The\O book\O project\O is\O kind\O of\O tedious\O ,\O but\O not\O bad\O once\O you\O consider\O .\O A\O great\O professor\O ,\O but\O whatever\O you\O do\O don\'t\O take\O this\O class\O at\O 8\O a.m.\O --\O you\O will\O fall\O asleep/not\O go\O .\O 	Mr.\O McGee\O is\O so\O straightforward\B .\O He\O gives\O you\O all\O the\O notes\O beforehand\O .\O You\O barely\O have\O to\O write\O anything\O down\O .\O I\O never\O went\O ,\O but\O studied\O for\O every\O test\O and\O I\O got\O an\O A\O in\O the\O class\O .\O The\O book\O project\O is\O kind\O of\O tedious\O ,\O but\O not\O bad\O once\O you\O consider\O .\O A\O great\O professor\O ,\O but\O whatever\O you\O do\O don\'t\O take\O this\O class\O at\O 8\O a.m.\O --\O you\O will\O fall\O asleep/not\O go\O .\O 
50682	Jurs\ ' lectures are beyond boring , but the information is important . I have nothing against Jurs , the CHEM 12 course was my problem 	Jurs\\O '\O lectures\O are\O beyond\O boring\O ,\O but\O the\O information\O is\O important\O .\O I\O have\O nothing\O against\O Jurs\B ,\O the\O CHEM\O 12\O course\O was\O my\O problem\O 	Jurs\\O '\O lectures\O are\O beyond\O boring\O ,\O but\O the\O information\O is\O important\O .\O I\O have\O nothing\B against\I Jurs\O ,\O the\O CHEM\O 12\O course\O was\O my\O problem\O 
14700	this professor is the worst ever , someone forgot to remind him that he has a duty as a teacher as well as a researcher ... thanks larry 	this\O professor\B is\O the\O worst\O ever\O ,\O someone\O forgot\O to\O remind\O him\O that\O he\O has\O a\O duty\O as\O a\O teacher\O as\O well\O as\O a\O researcher\O ...\O thanks\O larry\O 	this\O professor\O is\O the\O worst\B ever\O ,\O someone\O forgot\O to\O remind\O him\O that\O he\O has\O a\O duty\O as\O a\O teacher\O as\O well\O as\O a\O researcher\O ...\O thanks\O larry\O 
15971	Feels like she doesn\'t know what she\ 's talking about . Her discussions are extensive for absolutely no reason and confuses people . 	Feels\O like\O she\O doesn\'t\O know\O what\O she\\O 's\O talking\O about\O .\O Her\B discussions\I are\O extensive\O for\O absolutely\O no\O reason\O and\O confuses\O people\O .\O 	Feels\O like\O she\O doesn\'t\O know\O what\O she\\O 's\O talking\O about\O .\O Her\O discussions\O are\O extensive\O for\O absolutely\O no\B reason\I and\O confuses\O people\O .\O 
11323	Boucher is a really chill , funny guy . He knows his lectures can get boring so he cracks jokes and gets off topic sometimes to make things more interesting . You have to take a lot of notes so it\ 's hard to know what you have to study but I\ 'm horrible at history and NEVER read but I still got a B- . 	Boucher\O is\O a\O really\O chill\O ,\O funny\O guy\O .\O He\O knows\O his\O lectures\O can\O get\O boring\O so\O he\O cracks\O jokes\O and\O gets\O off\O topic\O sometimes\O to\O make\O things\O more\O interesting\O .\O You\O have\O to\O take\O a\O lot\O of\O notes\B so\O it\\O 's\O hard\O to\O know\O what\O you\O have\O to\O study\O but\O I\\O 'm\O horrible\O at\O history\O and\O NEVER\O read\O but\O I\O still\O got\O a\O B-\O .\O 	Boucher\O is\O a\O really\O chill\O ,\O funny\O guy\O .\O He\O knows\O his\O lectures\O can\O get\O boring\O so\O he\O cracks\O jokes\O and\O gets\O off\O topic\O sometimes\O to\O make\O things\O more\O interesting\O .\O You\O have\O to\O take\O a\B lot\I of\O notes\O so\O it\\O 's\O hard\O to\O know\O what\O you\O have\O to\O study\O but\O I\\O 'm\O horrible\O at\O history\O and\O NEVER\O read\O but\O I\O still\O got\O a\O B-\O .\O 
44322	Great teacher ! Her online course was to the point , and she graded very fairly . This was my first online course I have ever taken and I got an A. I enjoyed having her as a teacher . 	Great\O teacher\O !\O Her\O online\O course\O was\O to\O the\O point\O ,\O and\O she\O graded\B very\O fairly\O .\O This\O was\O my\O first\O online\O course\O I\O have\O ever\O taken\O and\O I\O got\O an\O A.\O I\O enjoyed\O having\O her\O as\O a\O teacher\O .\O 	Great\O teacher\O !\O Her\O online\O course\O was\O to\O the\O point\O ,\O and\O she\O graded\O very\B fairly\I .\O This\O was\O my\O first\O online\O course\O I\O have\O ever\O taken\O and\O I\O got\O an\O A.\O I\O enjoyed\O having\O her\O as\O a\O teacher\O .\O 
